pointer,KJ934637,NC_001918
376,28.000000000000004,41.81818181818181
377,28.000000000000004,43.63636363636363
378,28.000000000000004,43.63636363636363
379,28.000000000000004,41.81818181818181
380,27.0,40.0
381,26.0,40.0
382,27.0,41.07142857142857
383,28.000000000000004,42.10526315789473
384,28.000000000000004,41.37931034482759
385,28.000000000000004,40.67796610169492
386,28.000000000000004,41.66666666666667
387,28.000000000000004,40.98360655737705
388,28.999999999999996,41.935483870967744
389,28.999999999999996,41.269841269841265
390,28.999999999999996,42.1875
391,28.999999999999996,43.07692307692308
392,28.999999999999996,42.42424242424242
393,30.0,43.28358208955223
394,30.0,42.64705882352941
395,31.0,43.47826086956522
396,31.0,44.285714285714285
397,32.0,45.07042253521127
398,33.0,44.44444444444444
399,33.0,43.83561643835616
400,34.0,44.5945945945946
401,34.0,44.0
402,35.0,43.42105263157895
403,35.0,42.857142857142854
404,35.0,42.30769230769231
405,34.0,42.30769230769231
406,35.0,43.58974358974359
407,35.0,43.58974358974359
408,35.0,44.871794871794876
409,36.0,46.15384615384615
410,35.0,46.15384615384615
411,34.0,46.15384615384615
412,34.0,46.15384615384615
413,33.0,46.15384615384615
414,34.0,47.43589743589743
415,34.0,48.717948717948715
416,35.0,48.717948717948715
417,35.0,50.0
418,36.0,51.28205128205128
419,36.0,51.28205128205128
420,35.0,52.56410256410257
421,35.0,53.16455696202531
422,35.0,52.5
423,36.0,51.85185185185185
424,36.0,51.21951219512195
425,37.0,51.80722891566265
426,37.0,51.19047619047619
427,37.0,50.588235294117645
428,37.0,50.0
429,38.0,50.57471264367817
430,39.0,51.13636363636363
431,39.0,51.68539325842697
432,39.0,52.22222222222223
433,40.0,52.74725274725275
434,40.0,53.2608695652174
435,40.0,52.68817204301075
436,40.0,52.12765957446809
437,40.0,51.578947368421055
438,41.0,52.083333333333336
439,42.0,52.57731958762887
440,42.0,52.04081632653062
441,42.0,51.515151515151516
442,42.0,51.0
443,42.0,52.0
444,43.0,53.0
445,42.0,52.0
446,41.0,52.0
447,41.0,52.0
448,41.0,52.0
449,40.0,51.0
450,39.0,51.0
451,38.0,50.0
452,37.0,49.0
453,38.0,49.0
454,39.0,50.0
455,39.0,49.0
456,40.0,49.0
457,40.0,49.0
458,41.0,49.0
459,40.0,48.0
460,40.0,48.0
461,40.0,47.0
462,39.0,47.0
463,38.0,46.0
464,37.0,45.0
465,38.0,46.0
466,39.0,47.0
467,39.0,47.0
468,40.0,48.0
469,40.0,48.0
470,39.0,47.0
471,39.0,47.0
472,39.0,46.0
473,39.0,46.0
474,38.0,45.0
475,39.0,45.0
476,39.0,44.0
477,39.0,43.0
478,40.0,44.0
479,40.0,44.0
480,40.0,45.0
481,41.0,46.0
482,40.0,46.0
483,39.0,46.0
484,40.0,47.0
485,40.0,47.0
486,40.0,47.0
487,40.0,48.0
488,39.0,47.0
489,39.0,48.0
490,39.0,48.0
491,39.0,47.0
492,40.0,47.0
493,39.0,46.0
494,39.0,46.0
495,38.0,45.0
496,38.0,44.0
497,37.0,43.0
498,36.0,44.0
499,36.0,44.0
500,35.0,43.0
501,35.0,44.0
502,34.0,44.0
503,34.0,44.0
504,35.0,45.0
505,35.0,45.0
506,35.0,45.0
507,36.0,45.0
508,35.0,44.0
509,34.0,43.0
510,34.0,44.0
511,34.0,45.0
512,34.0,45.0
513,35.0,46.0
514,34.0,45.0
515,33.0,44.0
516,33.0,45.0
517,32.0,44.0
518,31.0,44.0
519,31.0,44.0
520,32.0,43.0
521,32.0,43.0
522,32.0,43.0
523,31.0,43.0
524,31.0,43.0
525,30.0,43.0
526,31.0,44.0
527,32.0,45.0
528,33.0,45.0
529,33.0,44.0
530,32.0,44.0
531,32.0,44.0
532,33.0,44.0
533,33.0,44.0
534,34.0,44.0
535,35.0,45.0
536,36.0,46.0
537,36.0,47.0
538,35.0,47.0
539,34.0,46.0
540,34.0,47.0
541,34.0,47.0
542,34.0,47.0
543,35.0,46.0
544,34.0,45.0
545,35.0,45.0
546,35.0,44.0
547,35.0,44.0
548,34.0,43.0
549,35.0,43.0
550,36.0,44.0
551,37.0,44.0
552,38.0,45.0
553,37.0,44.0
554,36.0,44.0
555,36.0,44.0
556,36.0,44.0
557,35.0,43.0
558,34.0,43.0
559,34.0,43.0
560,35.0,44.0
561,36.0,45.0
562,37.0,45.0
563,38.0,45.0
564,38.0,45.0
565,37.0,44.0
566,36.0,44.0
567,36.0,43.0
568,35.0,42.0
569,34.0,42.0
570,35.0,43.0
571,36.0,44.0
572,36.0,45.0
573,37.0,46.0
574,38.0,47.0
575,37.0,46.0
576,38.0,47.0
577,39.0,48.0
578,38.0,47.0
579,38.0,48.0
580,39.0,48.0
581,39.0,48.0
582,39.0,48.0
583,40.0,48.0
584,39.0,47.0
585,39.0,47.0
586,40.0,47.0
587,41.0,46.0
588,41.0,46.0
589,41.0,45.0
590,41.0,44.0
591,42.0,45.0
592,42.0,46.0
593,43.0,47.0
594,44.0,48.0
595,45.0,49.0
596,46.0,50.0
597,47.0,51.0
598,47.0,50.0
599,47.0,50.0
600,47.0,50.0
601,48.0,50.0
602,49.0,51.0
603,50.0,52.0
604,50.0,52.0
605,50.0,52.0
606,50.0,52.0
607,50.0,53.0
608,51.0,54.0
609,52.0,55.00000000000001
610,53.0,55.00000000000001
611,54.0,55.00000000000001
612,55.00000000000001,56.00000000000001
613,55.00000000000001,56.00000000000001
614,55.00000000000001,56.99999999999999
615,56.00000000000001,57.99999999999999
616,56.00000000000001,57.99999999999999
617,56.99999999999999,59.0
618,57.99999999999999,59.0
619,56.99999999999999,59.0
620,56.00000000000001,60.0
621,56.99999999999999,60.0
622,57.99999999999999,60.0
623,59.0,61.0
624,60.0,62.0
625,61.0,62.0
626,61.0,61.0
627,61.0,61.0
628,61.0,62.0
629,61.0,63.0
630,61.0,63.0
631,61.0,62.0
632,60.0,61.0
633,60.0,61.0
634,60.0,61.0
635,59.0,60.0
636,59.0,60.0
637,60.0,60.0
638,60.0,60.0
639,61.0,61.0
640,62.0,61.0
641,62.0,61.0
642,63.0,62.0
643,63.0,63.0
644,63.0,63.0
645,62.0,63.0
646,63.0,64.0
647,64.0,65.0
648,64.0,65.0
649,64.0,66.0
650,63.0,65.0
651,63.0,66.0
652,63.0,66.0
653,63.0,66.0
654,64.0,66.0
655,65.0,67.0
656,64.0,66.0
657,65.0,67.0
658,65.0,67.0
659,65.0,67.0
660,65.0,66.0
661,65.0,65.0
662,64.0,65.0
663,64.0,66.0
664,65.0,67.0
665,66.0,67.0
666,67.0,67.0
667,67.0,68.0
668,67.0,68.0
669,68.0,68.0
670,67.0,67.0
671,66.0,67.0
672,67.0,67.0
673,67.0,67.0
674,66.0,66.0
675,67.0,67.0
676,67.0,67.0
677,66.0,66.0
678,67.0,67.0
679,67.0,67.0
680,66.0,66.0
681,66.0,66.0
682,67.0,66.0
683,66.0,65.0
684,67.0,66.0
685,67.0,66.0
686,66.0,66.0
687,65.0,66.0
688,66.0,67.0
689,66.0,67.0
690,66.0,67.0
691,65.65656565656566,66.0
692,65.3061224489796,65.0
693,65.3061224489796,64.0
694,65.3061224489796,64.0
695,64.28571428571429,63.0
696,64.28571428571429,63.0
697,63.26530612244898,62.0
698,63.26530612244898,63.0
699,63.26530612244898,64.0
700,63.26530612244898,64.0
701,63.26530612244898,64.0
702,63.26530612244898,64.0
703,62.244897959183675,64.0
704,61.224489795918366,63.0
705,61.224489795918366,64.0
706,60.204081632653065,64.0
707,59.183673469387756,64.0
708,58.16326530612245,63.0
709,57.14285714285714,63.0
710,57.14285714285714,63.0
711,57.14285714285714,63.0
712,56.12244897959183,62.0
713,56.12244897959183,62.0
714,57.14285714285714,62.0
715,57.14285714285714,62.0
716,57.14285714285714,62.0
717,57.14285714285714,62.0
718,57.14285714285714,61.0
719,57.14285714285714,61.0
720,58.16326530612245,60.0
721,57.14285714285714,60.0
722,57.14285714285714,61.0
723,57.14285714285714,61.0
724,56.12244897959183,60.0
725,56.12244897959183,60.0
726,56.12244897959183,61.0
727,55.10204081632652,60.0
728,55.10204081632652,60.0
729,55.10204081632652,60.0
730,56.12244897959183,59.0
731,56.12244897959183,59.0
732,57.14285714285714,60.0
733,57.14285714285714,60.0
734,56.12244897959183,59.0
735,56.12244897959183,60.0
736,55.10204081632652,59.0
737,55.10204081632652,59.0
738,55.10204081632652,59.0
739,55.10204081632652,57.99999999999999
740,55.10204081632652,57.99999999999999
741,56.12244897959183,59.0
742,56.12244897959183,59.0
743,55.10204081632652,57.99999999999999
744,55.10204081632652,59.0
745,55.10204081632652,59.0
746,54.08163265306123,57.99999999999999
747,53.608247422680414,56.99999999999999
748,54.166666666666664,56.99999999999999
749,53.68421052631579,56.00000000000001
750,53.68421052631579,56.00000000000001
751,53.68421052631579,56.00000000000001
752,52.63157894736842,55.00000000000001
753,53.68421052631579,55.00000000000001
754,52.63157894736842,54.0
755,51.578947368421055,53.0
756,52.63157894736842,54.0
757,51.578947368421055,53.0
758,51.578947368421055,54.0
759,51.578947368421055,54.0
760,51.578947368421055,55.00000000000001
761,50.526315789473685,55.00000000000001
762,51.578947368421055,56.00000000000001
763,50.526315789473685,55.00000000000001
764,49.473684210526315,54.0
765,49.473684210526315,55.00000000000001
766,49.473684210526315,55.00000000000001
767,49.473684210526315,54.0
768,50.526315789473685,54.0
769,49.473684210526315,53.0
770,49.473684210526315,54.0
771,49.473684210526315,53.0
772,48.421052631578945,52.0
773,48.421052631578945,52.0
774,48.421052631578945,53.0
775,48.421052631578945,52.0
776,48.421052631578945,51.0
777,49.473684210526315,52.0
778,49.473684210526315,51.0
779,48.421052631578945,50.505050505050505
780,48.421052631578945,51.02040816326531
781,47.368421052631575,50.51546391752577
782,46.31578947368421,50.0
783,46.31578947368421,50.526315789473685
784,46.31578947368421,50.526315789473685
785,47.368421052631575,51.578947368421055
786,48.421052631578945,51.578947368421055
787,48.421052631578945,51.578947368421055
788,48.421052631578945,51.578947368421055
789,49.473684210526315,52.63157894736842
790,50.526315789473685,53.68421052631579
791,51.041666666666664,54.736842105263165
792,51.546391752577314,55.78947368421052
793,50.51546391752577,55.78947368421052
794,49.48453608247423,54.736842105263165
795,50.51546391752577,54.736842105263165
796,49.48453608247423,53.68421052631579
797,49.48453608247423,53.68421052631579
798,49.48453608247423,52.63157894736842
799,50.51546391752577,52.63157894736842
800,51.546391752577314,53.68421052631579
801,51.546391752577314,53.68421052631579
802,50.51546391752577,52.63157894736842
803,51.546391752577314,52.63157894736842
804,52.57731958762887,53.68421052631579
805,52.57731958762887,52.63157894736842
806,53.608247422680414,52.63157894736842
807,54.63917525773196,52.63157894736842
808,55.670103092783506,53.68421052631579
809,56.70103092783505,53.68421052631579
810,56.70103092783505,53.68421052631579
811,56.70103092783505,53.68421052631579
812,57.73195876288659,54.736842105263165
813,56.70103092783505,53.68421052631579
814,56.70103092783505,53.68421052631579
815,56.70103092783505,53.68421052631579
816,55.670103092783506,52.63157894736842
817,55.670103092783506,52.63157894736842
818,55.670103092783506,53.68421052631579
819,55.670103092783506,53.68421052631579
820,54.63917525773196,53.68421052631579
821,55.670103092783506,53.68421052631579
822,54.63917525773196,53.68421052631579
823,54.63917525773196,53.68421052631579
824,55.670103092783506,54.736842105263165
825,54.63917525773196,53.68421052631579
826,54.63917525773196,53.68421052631579
827,55.670103092783506,54.736842105263165
828,54.63917525773196,53.68421052631579
829,53.608247422680414,52.63157894736842
830,52.57731958762887,52.63157894736842
831,52.57731958762887,52.63157894736842
832,52.57731958762887,52.63157894736842
833,52.57731958762887,52.63157894736842
834,52.57731958762887,52.63157894736842
835,53.608247422680414,51.578947368421055
836,54.63917525773196,51.578947368421055
837,53.608247422680414,50.526315789473685
838,54.63917525773196,50.526315789473685
839,54.63917525773196,51.578947368421055
840,53.608247422680414,50.526315789473685
841,52.57731958762887,49.473684210526315
842,51.546391752577314,48.421052631578945
843,51.546391752577314,49.473684210526315
844,52.57731958762887,49.473684210526315
845,53.608247422680414,50.526315789473685
846,54.63917525773196,51.578947368421055
847,54.08163265306123,51.578947368421055
848,54.54545454545454,52.63157894736842
849,54.0,52.63157894736842
850,55.00000000000001,53.68421052631579
851,54.0,52.63157894736842
852,54.0,52.63157894736842
853,54.0,52.63157894736842
854,54.0,52.63157894736842
855,55.00000000000001,53.68421052631579
856,54.0,52.63157894736842
857,55.00000000000001,53.68421052631579
858,55.00000000000001,52.63157894736842
859,56.00000000000001,53.68421052631579
860,56.00000000000001,53.68421052631579
861,56.00000000000001,53.68421052631579
862,55.00000000000001,52.63157894736842
863,55.00000000000001,52.63157894736842
864,55.00000000000001,52.63157894736842
865,55.00000000000001,52.63157894736842
866,55.00000000000001,52.63157894736842
867,55.00000000000001,52.63157894736842
868,55.00000000000001,53.68421052631579
869,56.00000000000001,53.68421052631579
870,56.00000000000001,52.63157894736842
871,56.99999999999999,53.68421052631579
872,57.99999999999999,54.736842105263165
873,56.99999999999999,53.68421052631579
874,57.99999999999999,53.68421052631579
875,57.99999999999999,54.736842105263165
876,56.99999999999999,54.736842105263165
877,56.99999999999999,54.736842105263165
878,56.99999999999999,55.78947368421052
879,56.99999999999999,56.25
880,56.99999999999999,55.670103092783506
881,56.99999999999999,55.10204081632652
882,56.99999999999999,55.55555555555556
883,57.99999999999999,56.00000000000001
884,57.99999999999999,56.00000000000001
885,56.99999999999999,55.00000000000001
886,56.00000000000001,54.0
887,56.00000000000001,54.0
888,56.00000000000001,53.0
889,56.00000000000001,53.0
890,56.00000000000001,53.0
891,56.00000000000001,52.0
892,56.00000000000001,52.0
893,56.99999999999999,53.0
894,57.99999999999999,54.0
895,57.99999999999999,55.00000000000001
896,57.99999999999999,55.00000000000001
897,57.99999999999999,55.00000000000001
898,57.99999999999999,55.00000000000001
899,57.99999999999999,55.00000000000001
900,56.99999999999999,54.0
901,56.00000000000001,53.0
902,56.00000000000001,53.0
903,55.00000000000001,52.0
904,55.00000000000001,52.0
905,56.00000000000001,53.0
906,56.00000000000001,53.0
907,55.00000000000001,53.0
908,54.0,52.0
909,54.0,52.0
910,53.0,51.0
911,52.0,50.0
912,51.0,49.0
913,52.0,49.0
914,51.0,48.0
915,51.0,48.0
916,52.0,48.0
917,51.0,48.0
918,51.0,48.0
919,51.0,48.0
920,52.0,49.0
921,52.0,49.0
922,53.0,48.0
923,53.0,48.0
924,53.0,47.0
925,53.0,48.0
926,52.0,48.0
927,51.0,48.0
928,51.0,48.0
929,51.0,48.0
930,51.0,49.0
931,51.0,49.0
932,50.0,49.0
933,49.0,48.0
934,49.0,49.0
935,48.0,50.0
936,47.0,50.0
937,48.0,51.0
938,48.0,51.0
939,48.0,50.0
940,48.0,50.0
941,48.0,51.0
942,48.0,51.0
943,49.0,51.0
944,49.0,51.0
945,48.0,50.0
946,48.0,50.0
947,49.0,51.0
948,49.0,51.0
949,50.0,52.0
950,50.0,52.0
951,51.0,52.0
952,51.0,52.0
953,51.0,53.0
954,51.0,53.0
955,51.0,53.0
956,51.0,53.0
957,50.0,53.0
958,51.0,54.0
959,50.0,53.0
960,49.0,53.0
961,50.0,54.0
962,51.0,55.00000000000001
963,51.0,55.00000000000001
964,52.0,56.00000000000001
965,51.0,55.00000000000001
966,51.0,55.00000000000001
967,51.0,56.00000000000001
968,51.0,56.00000000000001
969,50.0,56.99999999999999
970,51.0,57.99999999999999
971,51.0,57.99999999999999
972,50.0,56.99999999999999
973,50.0,56.99999999999999
974,50.0,56.99999999999999
975,49.0,56.00000000000001
976,50.0,56.99999999999999
977,50.0,56.99999999999999
978,50.0,56.99999999999999
979,51.0,56.99999999999999
980,52.0,57.99999999999999
981,53.0,57.99999999999999
982,54.0,57.99999999999999
983,54.0,57.99999999999999
984,54.0,57.99999999999999
985,54.0,57.99999999999999
986,55.00000000000001,59.0
987,56.00000000000001,60.0
988,56.00000000000001,61.0
989,56.00000000000001,61.0
990,55.00000000000001,61.0
991,55.00000000000001,62.0
992,55.00000000000001,62.0
993,54.0,61.0
994,54.0,61.0
995,54.0,61.0
996,54.0,61.0
997,55.00000000000001,61.0
998,56.00000000000001,62.0
999,55.00000000000001,62.0
1000,56.00000000000001,63.0
1001,56.00000000000001,63.0
1002,56.99999999999999,64.0
1003,56.99999999999999,64.0
1004,56.00000000000001,63.0
1005,55.00000000000001,62.0
1006,55.00000000000001,62.0
1007,56.00000000000001,62.0
1008,56.00000000000001,62.0
1009,56.00000000000001,62.0
1010,56.99999999999999,63.0
1011,56.99999999999999,63.0
1012,56.99999999999999,63.0
1013,56.99999999999999,64.0
1014,57.99999999999999,64.0
1015,57.99999999999999,64.0
1016,57.99999999999999,65.0
1017,57.99999999999999,64.0
1018,57.99999999999999,64.0
1019,59.0,65.0
1020,59.0,64.0
1021,59.0,64.0
1022,59.0,65.0
1023,59.0,65.0
1024,57.99999999999999,65.0
1025,59.0,65.0
1026,59.0,64.0
1027,59.0,63.0
1028,59.0,63.0
1029,59.0,64.0
1030,59.0,63.0
1031,59.0,63.0
1032,59.0,62.0
1033,60.0,63.0
1034,61.0,63.0
1035,62.0,63.0
1036,62.0,63.0
1037,62.0,63.0
1038,61.0,63.0
1039,61.0,64.0
1040,62.0,65.0
1041,62.0,64.0
1042,62.0,65.0
1043,61.0,65.0
1044,60.0,64.0
1045,61.0,65.0
1046,61.0,65.0
1047,60.0,65.0
1048,59.0,65.0
1049,57.99999999999999,65.0
1050,56.99999999999999,65.0
1051,56.00000000000001,66.0
1052,56.99999999999999,67.0
1053,56.00000000000001,66.0
1054,56.99999999999999,67.0
1055,56.00000000000001,66.0
1056,56.99999999999999,66.0
1057,57.99999999999999,66.0
1058,57.99999999999999,66.0
1059,57.99999999999999,66.0
1060,59.0,66.0
1061,57.99999999999999,65.0
1062,56.99999999999999,64.0
1063,57.99999999999999,65.0
1064,57.99999999999999,65.0
1065,57.99999999999999,66.0
1066,57.99999999999999,66.0
1067,57.99999999999999,66.0
1068,56.99999999999999,65.0
1069,57.99999999999999,65.0
1070,57.99999999999999,65.0
1071,57.99999999999999,64.0
1072,59.0,65.0
1073,60.0,66.0
1074,59.0,65.0
1075,60.0,66.0
1076,60.0,66.0
1077,59.0,66.0
1078,59.0,66.0
1079,59.0,66.0
1080,57.99999999999999,65.0
1081,56.99999999999999,65.0
1082,56.99999999999999,65.0
1083,56.99999999999999,65.0
1084,56.99999999999999,64.0
1085,56.99999999999999,64.0
1086,56.00000000000001,63.0
1087,56.00000000000001,63.0
1088,56.00000000000001,63.0
1089,56.00000000000001,62.0
1090,56.99999999999999,62.0
1091,56.99999999999999,62.0
1092,56.00000000000001,61.0
1093,56.99999999999999,62.0
1094,56.99999999999999,62.0
1095,56.00000000000001,61.0
1096,56.00000000000001,61.0
1097,56.00000000000001,62.0
